Timestamp,Day,City,Weather Type,Latitude,Longitude,Temperature (°C),Feels Like (°C),Min Temp (°C),Max Temp (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Cloudiness (%),Weather Condition,Rain (3h) (mm),AQI,PM2.5 (µg/m³),PM10 (µg/m³),Sunrise,Sunset
2026-02-16 06:00:00,Day 4,Chennai,Forecast,13.0878,80.2785,28.08,28.73,28.08,28.08,52,1013,3.63,92,20,few clouds,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-16 09:00:00,Day 4,Chennai,Forecast,13.0878,80.2785,27.8,28.49,27.8,27.8,53,1010,4.53,83,0,clear sky,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-16 12:00:00,Day 4,Chennai,Forecast,13.0878,80.2785,26.5,26.5,26.5,26.5,61,1010,4.45,76,0,clear sky,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-16 15:00:00,Day 4,Chennai,Forecast,13.0878,80.2785,25.29,25.65,25.29,25.29,68,1012,3.46,86,4,clear sky,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-16 18:00:00,Day 4,Chennai,Forecast,13.0878,80.2785,24.84,25.21,24.84,24.84,70,1012,3.21,96,31,scattered clouds,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-16 21:00:00,Day 4,Chennai,Forecast,13.0878,80.2785,24.13,24.43,24.13,24.13,70,1010,1.14,129,2,clear sky,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-17 00:00:00,Day 5,Chennai,Forecast,13.0878,80.2785,23.37,23.67,23.37,23.37,73,1010,1.04,180,46,scattered clouds,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-17 03:00:00,Day 5,Chennai,Forecast,13.0878,80.2785,24.77,25.05,24.77,24.77,67,1013,0.5,247,71,broken clouds,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-17 06:00:00,Day 5,Chennai,Forecast,13.0878,80.2785,27.95,28.57,27.95,27.95,52,1013,3.54,86,38,scattered clouds,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-17 09:00:00,Day 5,Chennai,Forecast,13.0878,80.2785,27.71,28.47,27.71,27.71,54,1009,4.66,91,4,clear sky,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-17 12:00:00,Day 5,Chennai,Forecast,13.0878,80.2785,26.47,26.47,26.47,26.47,62,1010,4.98,75,3,clear sky,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-17 15:00:00,Day 5,Chennai,Forecast,13.0878,80.2785,25.39,25.76,25.39,25.39,68,1012,4.2,86,6,clear sky,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-17 18:00:00,Day 5,Chennai,Forecast,13.0878,80.2785,24.9,25.27,24.9,24.9,70,1013,2.95,104,4,clear sky,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-17 21:00:00,Day 5,Chennai,Forecast,13.0878,80.2785,24.2,24.5,24.2,24.2,70,1010,1.56,144,0,clear sky,0,4,67.27,85.21,2026-02-13 06:32:27,2026-02-13 18:13:58
2026-02-13 00:00:00,Day 1,Kolkata,Forecast,22.5697,88.3697,17.02,16.37,17.02,17.13,61,1014,2.33,11,7,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-13 03:00:00,Day 1,Kolkata,Forecast,22.5697,88.3697,20.44,19.66,20.44,22.17,43,1016,2.73,351,3,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-13 06:00:00,Day 1,Kolkata,Forecast,22.5697,88.3697,28.18,26.84,28.18,28.18,19,1015,3.35,344,11,few clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-13 09:00:00,Day 1,Kolkata,Forecast,22.5697,88.3697,30.67,28.69,30.67,30.67,16,1011,3.48,332,82,broken clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-13 12:00:00,Day 1,Kolkata,Forecast,22.5697,88.3697,27.06,26.1,27.06,27.06,19,1011,3.08,323,81,broken clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-13 15:00:00,Day 1,Kolkata,Forecast,22.5697,88.3697,23.6,22.62,23.6,23.6,23,1013,2.12,345,82,broken clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-13 18:00:00,Day 1,Kolkata,Forecast,22.5697,88.3697,21.36,20.28,21.36,21.36,28,1012,2.49,23,91,overcast clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-13 21:00:00,Day 1,Kolkata,Forecast,22.5697,88.3697,18.87,17.65,18.87,18.87,32,1012,1.9,321,83,broken clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-14 00:00:00,Day 2,Kolkata,Forecast,22.5697,88.3697,17.74,16.46,17.74,17.74,34,1013,1.62,353,56,broken clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-14 03:00:00,Day 2,Kolkata,Forecast,22.5697,88.3697,23.18,22.18,23.18,23.18,24,1015,2.15,359,23,few clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-14 06:00:00,Day 2,Kolkata,Forecast,22.5697,88.3697,29.07,27.45,29.07,29.07,17,1014,1.35,303,27,scattered clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-14 09:00:00,Day 2,Kolkata,Forecast,22.5697,88.3697,31.47,29.33,31.47,31.47,14,1010,2.33,259,99,overcast clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-14 12:00:00,Day 2,Kolkata,Forecast,22.5697,88.3697,28.09,26.78,28.09,28.09,19,1010,2.5,276,90,overcast clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-14 15:00:00,Day 2,Kolkata,Forecast,22.5697,88.3697,23.22,22.43,23.22,23.22,32,1012,3.47,192,1,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-14 18:00:00,Day 2,Kolkata,Forecast,22.5697,88.3697,21.11,20.29,21.11,21.11,39,1012,3.3,286,2,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-14 21:00:00,Day 2,Kolkata,Forecast,22.5697,88.3697,19.78,18.99,19.78,19.78,45,1011,2.32,280,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-15 00:00:00,Day 3,Kolkata,Forecast,22.5697,88.3697,19.02,18.41,19.02,19.02,55,1012,1.72,291,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-15 03:00:00,Day 3,Kolkata,Forecast,22.5697,88.3697,23.77,23.38,23.77,23.77,45,1014,1.6,300,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-15 06:00:00,Day 3,Kolkata,Forecast,22.5697,88.3697,29.44,28.25,29.44,29.44,30,1013,1.66,317,1,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-15 09:00:00,Day 3,Kolkata,Forecast,22.5697,88.3697,32.27,30.09,32.27,32.27,17,1009,2.14,305,2,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-15 12:00:00,Day 3,Kolkata,Forecast,22.5697,88.3697,29.0,27.38,29.0,29.0,16,1009,2.43,307,5,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-15 15:00:00,Day 3,Kolkata,Forecast,22.5697,88.3697,24.38,23.55,24.38,24.38,26,1011,0.41,149,7,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-15 18:00:00,Day 3,Kolkata,Forecast,22.5697,88.3697,22.12,21.3,22.12,22.12,35,1012,2.73,283,4,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-15 21:00:00,Day 3,Kolkata,Forecast,22.5697,88.3697,20.1,18.92,20.1,20.1,29,1011,2.36,338,12,few clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-16 00:00:00,Day 4,Kolkata,Forecast,22.5697,88.3697,19.52,18.39,19.52,19.52,33,1012,2.13,12,15,few clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-16 03:00:00,Day 4,Kolkata,Forecast,22.5697,88.3697,24.8,24.04,24.8,24.8,27,1014,2.45,19,23,few clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-16 06:00:00,Day 4,Kolkata,Forecast,22.5697,88.3697,30.8,28.82,30.8,30.8,17,1013,2.43,330,54,broken clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-16 09:00:00,Day 4,Kolkata,Forecast,22.5697,88.3697,33.03,30.65,33.03,33.03,13,1009,3.79,309,33,scattered clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-16 12:00:00,Day 4,Kolkata,Forecast,22.5697,88.3697,28.82,27.27,28.82,28.82,17,1009,2.69,309,19,few clouds,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-16 15:00:00,Day 4,Kolkata,Forecast,22.5697,88.3697,25.34,24.43,25.34,25.34,19,1011,2.12,24,2,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-16 18:00:00,Day 4,Kolkata,Forecast,22.5697,88.3697,22.1,21.07,22.1,22.1,27,1011,0.74,263,1,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-16 21:00:00,Day 4,Kolkata,Forecast,22.5697,88.3697,20.55,19.42,20.55,20.55,29,1011,2.0,291,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-17 00:00:00,Day 5,Kolkata,Forecast,22.5697,88.3697,19.7,18.43,19.7,19.7,27,1011,1.63,329,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-17 03:00:00,Day 5,Kolkata,Forecast,22.5697,88.3697,25.55,24.76,25.55,25.55,23,1014,1.42,342,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-17 06:00:00,Day 5,Kolkata,Forecast,22.5697,88.3697,31.45,29.37,31.45,31.45,17,1013,2.12,308,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-17 09:00:00,Day 5,Kolkata,Forecast,22.5697,88.3697,33.85,31.39,33.85,33.85,13,1009,3.74,308,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-17 12:00:00,Day 5,Kolkata,Forecast,22.5697,88.3697,29.78,27.98,29.78,29.78,16,1009,2.36,298,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-17 15:00:00,Day 5,Kolkata,Forecast,22.5697,88.3697,25.46,24.61,25.46,25.46,21,1011,0.58,217,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-17 18:00:00,Day 5,Kolkata,Forecast,22.5697,88.3697,22.9,22.03,22.9,22.9,30,1011,1.65,275,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-17 21:00:00,Day 5,Kolkata,Forecast,22.5697,88.3697,20.87,19.95,20.87,20.87,36,1010,3.01,274,0,clear sky,0,5,168.51,194.56,2026-02-13 06:09:58,2026-02-13 17:31:43
2026-02-13 00:00:00,Day 1,Hyderabad,Forecast,17.3753,78.4744,17.85,17.65,17.85,18.09,75,1014,2.68,122,99,overcast clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-13 03:00:00,Day 1,Hyderabad,Forecast,17.3753,78.4744,20.15,19.84,20.15,21.36,62,1016,3.31,131,80,broken clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-13 06:00:00,Day 1,Hyderabad,Forecast,17.3753,78.4744,28.54,27.28,28.54,28.54,25,1015,3.71,102,63,broken clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-13 09:00:00,Day 1,Hyderabad,Forecast,17.3753,78.4744,30.61,28.71,30.61,30.61,19,1012,3.71,95,32,scattered clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-13 12:00:00,Day 1,Hyderabad,Forecast,17.3753,78.4744,29.24,27.64,29.24,29.24,20,1012,3.08,98,28,scattered clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-13 15:00:00,Day 1,Hyderabad,Forecast,17.3753,78.4744,24.53,23.74,24.53,24.53,27,1014,3.28,124,55,broken clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-13 18:00:00,Day 1,Hyderabad,Forecast,17.3753,78.4744,22.81,21.98,22.81,22.81,32,1014,2.96,114,62,broken clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-13 21:00:00,Day 1,Hyderabad,Forecast,17.3753,78.4744,20.4,19.64,20.4,20.4,44,1013,2.16,132,95,overcast clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-14 00:00:00,Day 2,Hyderabad,Forecast,17.3753,78.4744,18.88,18.29,18.88,18.88,56,1013,1.61,135,91,overcast clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-14 03:00:00,Day 2,Hyderabad,Forecast,17.3753,78.4744,22.84,22.3,22.84,22.84,43,1016,2.25,148,53,broken clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-14 06:00:00,Day 2,Hyderabad,Forecast,17.3753,78.4744,29.58,27.97,29.58,29.58,22,1015,2.87,100,29,scattered clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-14 09:00:00,Day 2,Hyderabad,Forecast,17.3753,78.4744,31.63,29.52,31.63,31.63,17,1011,3.56,75,19,few clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-14 12:00:00,Day 2,Hyderabad,Forecast,17.3753,78.4744,30.1,28.32,30.1,30.1,20,1011,3.56,89,14,few clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-14 15:00:00,Day 2,Hyderabad,Forecast,17.3753,78.4744,25.32,24.61,25.32,25.32,27,1013,3.14,103,30,scattered clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-14 18:00:00,Day 2,Hyderabad,Forecast,17.3753,78.4744,23.56,22.75,23.56,23.56,30,1013,2.1,117,45,scattered clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-14 21:00:00,Day 2,Hyderabad,Forecast,17.3753,78.4744,22.33,21.48,22.33,22.33,33,1012,1.49,128,67,broken clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-15 00:00:00,Day 3,Hyderabad,Forecast,17.3753,78.4744,21.27,20.37,21.27,21.27,35,1012,1.8,94,39,scattered clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-15 03:00:00,Day 3,Hyderabad,Forecast,17.3753,78.4744,24.34,23.64,24.34,24.34,31,1014,1.74,143,53,broken clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-15 06:00:00,Day 3,Hyderabad,Forecast,17.3753,78.4744,31.03,29.1,31.03,31.03,20,1013,3.21,80,31,scattered clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-15 09:00:00,Day 3,Hyderabad,Forecast,17.3753,78.4744,32.94,30.66,32.94,32.94,16,1010,3.87,85,10,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-15 12:00:00,Day 3,Hyderabad,Forecast,17.3753,78.4744,31.27,29.28,31.27,31.27,19,1010,3.58,99,10,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-15 15:00:00,Day 3,Hyderabad,Forecast,17.3753,78.4744,26.13,26.13,26.13,26.13,27,1012,3.0,108,9,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-15 18:00:00,Day 3,Hyderabad,Forecast,17.3753,78.4744,24.24,23.53,24.24,24.24,31,1012,1.84,98,12,few clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-15 21:00:00,Day 3,Hyderabad,Forecast,17.3753,78.4744,23.35,22.55,23.35,23.35,31,1011,1.55,104,9,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-16 00:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,21.26,20.38,21.26,21.26,36,1012,1.06,154,17,few clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-16 03:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,24.74,24.08,24.74,24.74,31,1014,1.98,119,21,few clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-16 06:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,31.9,29.8,31.9,31.9,18,1013,3.62,105,18,few clouds,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-16 09:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,33.47,31.11,33.47,33.47,15,1009,3.88,92,5,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-16 12:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,31.67,29.59,31.67,31.67,18,1009,4.02,102,5,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-16 15:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,26.62,26.62,26.62,26.62,25,1011,3.56,112,5,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-16 18:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,24.65,23.93,24.65,24.65,29,1011,3.21,118,3,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-16 21:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,22.26,21.72,22.26,22.26,45,1010,2.25,161,0,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-17 00:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,21.06,20.53,21.06,21.06,50,1011,2.03,144,2,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-17 03:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,23.84,23.35,23.84,23.84,41,1013,3.38,126,5,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-17 06:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,30.96,29.18,30.96,30.96,23,1013,4.01,137,4,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-17 09:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,33.15,30.96,33.15,33.15,18,1009,4.59,122,0,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-17 12:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,31.18,29.28,31.18,31.18,21,1009,4.55,122,0,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-17 15:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,26.77,26.17,26.77,26.77,27,1011,2.74,131,0,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-17 18:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,24.13,23.51,24.13,24.13,35,1012,3.73,142,0,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-17 21:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,22.46,21.91,22.46,22.46,44,1010,3.23,156,0,clear sky,0,4,59.94,69.46,2026-02-13 06:44:00,2026-02-13 18:16:50
2026-02-13 00:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,22.01,21.6,21.98,22.01,51,1013,2.76,60,35,scattered clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-13 03:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,22.8,22.28,22.8,23.19,44,1014,3.52,71,29,scattered clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-13 06:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,30.85,29.14,30.85,30.85,24,1015,3.55,76,17,few clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-13 09:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,33.73,31.53,33.73,33.73,18,1011,1.35,344,14,few clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-13 12:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,33.38,31.12,33.38,33.38,17,1011,2.52,295,42,scattered clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-13 15:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,26.99,26.27,26.99,26.99,26,1013,4.41,313,13,few clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-13 18:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,24.01,23.22,24.01,24.01,29,1013,4.02,340,22,few clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-13 21:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,22.77,21.78,22.77,22.77,26,1012,3.59,355,34,scattered clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-14 00:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,21.63,20.63,21.63,21.63,30,1012,2.71,15,65,broken clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-14 03:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,23.29,22.43,23.29,23.29,29,1015,2.24,45,96,overcast clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-14 06:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,30.72,28.77,30.72,30.72,18,1014,2.5,56,76,broken clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-14 09:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,34.37,31.91,34.37,34.37,14,1011,2.21,288,35,scattered clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-14 12:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,33.71,31.29,33.71,33.71,14,1010,3.75,285,21,few clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-14 15:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,26.25,26.25,26.25,26.25,18,1012,4.7,303,6,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-14 18:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,23.89,22.83,23.89,23.89,19,1012,4.1,326,6,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-14 21:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,22.0,20.73,22.0,22.0,18,1012,3.29,347,18,few clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-15 00:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,20.82,19.45,20.82,20.82,19,1012,3.06,359,13,few clouds,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-15 03:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,22.57,21.35,22.57,22.57,18,1014,1.71,28,6,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-15 06:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,30.49,28.53,30.49,30.49,11,1014,2.19,32,3,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-15 09:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,34.23,31.65,34.23,34.23,9,1010,1.32,286,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-15 12:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,33.72,31.21,33.72,33.72,9,1009,3.07,277,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-15 15:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,26.26,26.26,26.26,26.26,17,1011,3.93,298,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-15 18:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,24.75,23.62,24.75,24.75,13,1012,3.03,324,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-15 21:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,22.26,21.06,22.26,22.26,20,1010,3.16,336,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-16 00:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,20.55,19.26,20.55,20.55,23,1011,2.09,329,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-16 03:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,21.9,20.77,21.9,21.9,24,1013,2.34,333,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-16 06:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,29.47,27.74,29.47,29.47,16,1013,2.29,319,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-16 09:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,33.45,31.03,33.45,33.45,13,1009,2.57,253,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
2026-02-16 12:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,32.87,30.6,32.87,32.87,16,1008,3.47,252,0,clear sky,0,5,111.81,136.53,2026-02-13 07:13:28,2026-02-13 18:34:14
